tweet_id,image_id,tweet_text,image
1882999214072062235,images/2025-01-28_02-22-09/1882999214072062235_0,Passionate kisses Desire floods Meticulous minds Losing focus  #only8words https://t.co/dPRCD6aVKJ,images/2025-01-28_02-22-09/1882999214072062235_0.jpg
1881146877972009096,images/2025-01-28_02-22-09/1881146877972009096_0,An incredible flood escape https://t.co/LjSvfIr0JT,images/2025-01-28_02-22-09/1881146877972009096_0.jpg
1825573972781441294,images/2025-01-28_02-22-09/1825573972781441294_0,Mert Hakan Yandas sahadaki kudurtucu tarzinin yani sira nasil bir insan (asik olunasi bir flood) 💛💙 https://t.co/hecYLBBkQd,images/2025-01-28_02-22-09/1825573972781441294_0.jpg
1825573972781441294,images/2025-01-28_02-22-09/1825573972781441294_0,Mert Hakan Yandas sahadaki kudurtucu tarzinin yani sira nasil bir insan (asik olunasi bir flood) 💛💙 https://t.co/hecYLBBkQd,images/2025-01-28_02-22-09/1825573972781441294_0.jpg
1846616631092408649,images/2025-01-28_02-22-09/1846616631092408649_0,Boyle yazilar floodu https://t.co/Z6UFRlhzZa,images/2025-01-28_02-22-09/1846616631092408649_0.jpg
1851762001237680366,images/2025-01-28_02-22-09/1851762001237680366_0,Eşimle 6 günde toplam 2400 km civarı bir Balkan turu yaptık. İlgilenen 5 kişi favlarsa yarın vakit ayırır masraflar öneriler yollar hakkında bilgilendirme floodu yazarım gruba https://t.co/VLc2gywhvX,images/2025-01-28_02-22-09/1851762001237680366_0.jpg
1827913839205028115,images/2025-01-28_02-22-09/1827913839205028115_0,"kizlar simdi populer kultur koleligi basbakani olarak bu sezon yakamiza yapisacak urunler floodu: 1- tyler durden ceketi pantone bu yılın sonbahar rengine ""italian plum"" (hafif bordomsu mor) demiş zaten bu tarz ceketler çıkmaya başladı bile, kalıbı güzel olursa ben beğeniyorum https://t.co/Vt24FhY7zh",images/2025-01-28_02-22-09/1827913839205028115_0.jpg
1827913839205028115,images/2025-01-28_02-22-09/1827913839205028115_0,"kizlar simdi populer kultur koleligi basbakani olarak bu sezon yakamiza yapisacak urunler floodu: 1- tyler durden ceketi pantone bu yılın sonbahar rengine ""italian plum"" (hafif bordomsu mor) demiş zaten bu tarz ceketler çıkmaya başladı bile, kalıbı güzel olursa ben beğeniyorum https://t.co/Vt24FhY7zh",images/2025-01-28_02-22-09/1827913839205028115_0.jpg
1827913839205028115,images/2025-01-28_02-22-09/1827913839205028115_0,"kizlar simdi populer kultur koleligi basbakani olarak bu sezon yakamiza yapisacak urunler floodu: 1- tyler durden ceketi pantone bu yılın sonbahar rengine ""italian plum"" (hafif bordomsu mor) demiş zaten bu tarz ceketler çıkmaya başladı bile, kalıbı güzel olursa ben beğeniyorum https://t.co/Vt24FhY7zh",images/2025-01-28_02-22-09/1827913839205028115_0.jpg
1845123411795652716,images/2025-01-28_02-22-09/1845123411795652716_0,↓ pulling water from up the cliff without even seeing the water and completely flooding the factory https://t.co/pMonIk2dKH,images/2025-01-28_02-22-09/1845123411795652716_0.jpg
1882468038039261227,images/2025-01-28_02-22-09/1882468038039261227_0,Sevdiği çocuğa sonunda açılmaya karar veren kızın duvara toslama flood’u https://t.co/ZI4zc3hGai,images/2025-01-28_02-22-09/1882468038039261227_0.jpg
1883474751127277970,images/2025-01-28_02-22-09/1883474751127277970_0,"The Amish in North Carolina built 12 “tiny homes” for people who lost everything in the hurricane &amp; flood waters. They built these homes in 24 hours! All materials were also donated by the Amish. Hey, BIG UPS to them ❤️🙏 https://t.co/wYC1Bkd8cS",images/2025-01-28_02-22-09/1883474751127277970_0.jpg
1854191372925903255,images/2025-01-28_02-22-09/1854191372925903255_0,Boyle fotolar floodu https://t.co/BDNUuJIi7g,images/2025-01-28_02-22-09/1854191372925903255_0.jpg
1851328652501278826,images/2025-01-28_02-22-09/1851328652501278826_0,Boyle fotolar floodu https://t.co/ey77wwLmUd,images/2025-01-28_02-22-09/1851328652501278826_0.jpg
1882878219357241595,images/2025-01-28_02-22-09/1882878219357241595_0,"TRT Belgesel gerçekten güzel işler çıkarıyor. ""Savunma Sanayiinin Yalnız Dehaları"" isimli belgesel serisini izlemek isteyenler için flood olarak paylaşıyorum.  Vecihi Hürkuş... 1. Bölüm. https://t.co/AZUv2rPV0O",images/2025-01-28_02-22-09/1882878219357241595_0.jpg
1882804397639708763,images/2025-01-28_02-22-09/1882804397639708763_0,"""Bilimde sadece fizik vardır; geri kalan her şey pul koleksiyonculuğudur."" - Lord Kelvin  Fiziğin büyüsünü gözler önüne seren videolar flood'u...🧵  1. Fizik böyle hayat kurtarıyor. https://t.co/n4OozPuzpB",images/2025-01-28_02-22-09/1882804397639708763_0.jpg
1881783540914024667,images/2025-01-28_02-22-09/1881783540914024667_0,Son 10 Yılda İhmaller Yüzünden Kaybettiğimiz Binlerce Can: Acı Bir Liste   (Flood) https://t.co/nuaG3Sh3R3,images/2025-01-28_02-22-09/1881783540914024667_0.jpg
1882312424717799639,images/2025-01-28_02-22-09/1882312424717799639_0,"Ayda 1 defa 36 saat açlıkta vücudumuzda neler olur - Flood 🧵  1. 36 saatlik açlıkta vücudun yaşadığı değişimler!  Bu süreçte, beden enerji kaynaklarını yeniler, bağışıklık güçlenir ve hücreler kendini onarır. İşte saat saat neler olduğu:   https://t.co/VlEtxUFZJZ",images/2025-01-28_02-22-09/1882312424717799639_0.jpg
1823005645978648761,images/2025-01-28_02-22-09/1823005645978648761_0,"AŞIRI UYUZ OLDUĞUM BİR ŞEY VAR arkadaşlar niye özel günlerinizde böyle şeyler dağıtıyorsunuz, insanlara kullanamayacakları şeyler verince onların hiç bir anlamı kalmıyor 😭 o yüzden hediyelik floodu yapıcam BAŞLIYORUM https://t.co/Zzex3ZdiYY",images/2025-01-28_02-22-09/1823005645978648761_0.jpg
1823005645978648761,images/2025-01-28_02-22-09/1823005645978648761_0,"AŞIRI UYUZ OLDUĞUM BİR ŞEY VAR arkadaşlar niye özel günlerinizde böyle şeyler dağıtıyorsunuz, insanlara kullanamayacakları şeyler verince onların hiç bir anlamı kalmıyor 😭 o yüzden hediyelik floodu yapıcam BAŞLIYORUM https://t.co/Zzex3ZdiYY",images/2025-01-28_02-22-09/1823005645978648761_0.jpg
1823005645978648761,images/2025-01-28_02-22-09/1823005645978648761_0,"AŞIRI UYUZ OLDUĞUM BİR ŞEY VAR arkadaşlar niye özel günlerinizde böyle şeyler dağıtıyorsunuz, insanlara kullanamayacakları şeyler verince onların hiç bir anlamı kalmıyor 😭 o yüzden hediyelik floodu yapıcam BAŞLIYORUM https://t.co/Zzex3ZdiYY",images/2025-01-28_02-22-09/1823005645978648761_0.jpg
1860003081955737753,images/2025-01-28_02-22-09/1860003081955737753_0,Boyle fotolar floodu https://t.co/PKpJECMb2S,images/2025-01-28_02-22-09/1860003081955737753_0.jpg
1874047992912896234,images/2025-01-28_02-22-09/1874047992912896234_0,"2024 yılında yaptığım en çok beğenilen Vikings editleri.. (FLOOD)    1- Ragnar Rollo, ""Sana olan sevgimin karşılığı bu muydu?"" https://t.co/nAcrmcArOw",images/2025-01-28_02-22-09/1874047992912896234_0.jpg
1883549617503211942,images/2025-01-28_02-22-09/1883549617503211942_0,"Massive floods due to extreme rainfall in Rennes of Brittany region, France 🇫🇷 (26.01.2025) https://t.co/6NX8afin16",images/2025-01-28_02-22-09/1883549617503211942_0.jpg
1882455464535068737,images/2025-01-28_02-22-09/1882455464535068737_0,"İyi ile kötüyü ayırmanın ince çizgisi, Bir hikâyeden alınacak dersler FLOOD’u https://t.co/NTH403X9cm",images/2025-01-28_02-22-09/1882455464535068737_0.jpg
1882465932796481764,images/2025-01-28_02-22-09/1882465932796481764_0,Türkiye'de son 20 yılda yaşanan facialardan bazıları. 🧵(FLOOD)  2008 - Kütahya tren kazası: 9 ölü https://t.co/rIImN7bVW1,images/2025-01-28_02-22-09/1882465932796481764_0.jpg
1882465932796481764,images/2025-01-28_02-22-09/1882465932796481764_0,Türkiye'de son 20 yılda yaşanan facialardan bazıları. 🧵(FLOOD)  2008 - Kütahya tren kazası: 9 ölü https://t.co/rIImN7bVW1,images/2025-01-28_02-22-09/1882465932796481764_0.jpg
1882465932796481764,images/2025-01-28_02-22-09/1882465932796481764_0,Türkiye'de son 20 yılda yaşanan facialardan bazıları. 🧵(FLOOD)  2008 - Kütahya tren kazası: 9 ölü https://t.co/rIImN7bVW1,images/2025-01-28_02-22-09/1882465932796481764_0.jpg
1882465932796481764,images/2025-01-28_02-22-09/1882465932796481764_0,Türkiye'de son 20 yılda yaşanan facialardan bazıları. 🧵(FLOOD)  2008 - Kütahya tren kazası: 9 ölü https://t.co/rIImN7bVW1,images/2025-01-28_02-22-09/1882465932796481764_0.jpg
1882507124603011416,images/2025-01-28_02-22-09/1882507124603011416_0,Geçmişten günümüze kadar etkileyiciliğini koruyan anlar [FLOOD].  1. Brezilya'nın dünya kupası zaferinden bir fotoğraf. https://t.co/zGTJwo4c7K,images/2025-01-28_02-22-09/1882507124603011416_0.jpg
1883580595831447828,images/2025-01-28_02-22-09/1883580595831447828_0,[FLOOD] İsrail - Sohbet adlı telegram grubunun son zamanlarda yaptığı iğrenç paylaşımlar.  Not : Emniyet birimlerimiz bu grup hakkında soruşturma başlatmış ve üç kişiyi yakalamıştır. https://t.co/kS9qHQCvPc,images/2025-01-28_02-22-09/1883580595831447828_0.jpg
1881731200156574206,images/2025-01-28_02-22-09/1881731200156574206_0,"İNSANLIĞIN KARANLIK YÜZÜ  1979 yılında o zamanlar henüz pek tanınmamış olan performans sanatçısı Marina Abramovic, gösteri sanatları tarihinin en unutulmaz, en konuşulan ve belki de en korkunç gösterilerinden birini gerçekleştirdi.  (FLOOD) https://t.co/8aLD4zuqKA",images/2025-01-28_02-22-09/1881731200156574206_0.jpg
1883251892509438277,images/2025-01-28_02-22-09/1883251892509438277_0,"Karbonat yeryüzünde en çok göz ardı edilen ilaçtır.  Kanserle savaşır, iltihaplanmayı ortadan kaldırır, stresi azaltır ve doz başına maliyeti çok düşüktür.  Son zamanlarda iyileştirici özelliklerini araştırıyordum.  Keşfettiğim şey akıllara durgunluk verecek cinstendi: (FLOOD) https://t.co/46HLBJwBac",images/2025-01-28_02-22-09/1883251892509438277_0.jpg
1883193705655603284,images/2025-01-28_02-22-09/1883193705655603284_0,Biriyle tanışırken beş kez düşünmeniz gereken flood https://t.co/ufkuWvqJNU,images/2025-01-28_02-22-09/1883193705655603284_0.jpg
1883348474542076312,images/2025-01-28_02-22-09/1883348474542076312_0,I love it!  You guys are amazing!  Keep it going!!!  Stay at full speed until they are home! Flood X!  Flood Facebook!  Flood insta! Keep the pressure on!    WHERE IS THE BIBAS FAMILY?!!!!!!!!!!!!!!!!!!!!!!!!  #whereisthebibasfamily https://t.co/83VtxQqBDu,images/2025-01-28_02-22-09/1883348474542076312_0.jpg
1883348474542076312,images/2025-01-28_02-22-09/1883348474542076312_0,I love it!  You guys are amazing!  Keep it going!!!  Stay at full speed until they are home! Flood X!  Flood Facebook!  Flood insta! Keep the pressure on!    WHERE IS THE BIBAS FAMILY?!!!!!!!!!!!!!!!!!!!!!!!!  #whereisthebibasfamily https://t.co/83VtxQqBDu,images/2025-01-28_02-22-09/1883348474542076312_0.jpg
1883181464029966376,images/2025-01-28_02-22-09/1883181464029966376_0,"Kamboçya’da sıra dışı bir gelenek, ebeveynlerin kızlarına cinsel deneyim için yaptığı AŞK KULÜBESİ  (flood) https://t.co/r9q1KvvhRv",images/2025-01-28_02-22-09/1883181464029966376_0.jpg
1881390617848344919,images/2025-01-28_02-22-09/1881390617848344919_0,This barrier is capable of countering a flood. https://t.co/I452ZwskH3,images/2025-01-28_02-22-09/1881390617848344919_0.jpg
1883568250325442892,images/2025-01-28_02-22-09/1883568250325442892_0,"Bakire olmayan bir kadınla evlenmemeniz için sebepler flood:  1-telegoni etkisi Bir kadınla ilişkiye giren her erkek, DNA'sını kadında bırakma eğilimindedir. Kadın ne kadar çok erkekle birlikte olursa, kadının vücuduna bulaşan DNA da o kadar artar. + https://t.co/thDfVpmjjn",images/2025-01-28_02-22-09/1883568250325442892_0.jpg
1883919135819940286,images/2025-01-28_02-22-09/1883919135819940286_0,Dünyanın en güzel mezarları   Flood  1. Paris'teki Napolyon'un Mezarı https://t.co/e2fRlnxjLb,images/2025-01-28_02-22-09/1883919135819940286_0.jpg
1883530259800485934,images/2025-01-28_02-22-09/1883530259800485934_0,Huge flood ruins Toronto youth support center https://t.co/xEsg0ffLrX,images/2025-01-28_02-22-09/1883530259800485934_0.jpg
1883913470644826165,images/2025-01-28_02-22-09/1883913470644826165_0,Beşiktaşın gündemindeki cengiz ünder (FLOODS) https://t.co/3oYNu9zR6b,images/2025-01-28_02-22-09/1883913470644826165_0.jpg
1883242185782636573,images/2025-01-28_02-22-09/1883242185782636573_0,This man saved a family with two children from their car in a raging flash flood right before the car was swept away. https://t.co/ptPiOZId0p,images/2025-01-28_02-22-09/1883242185782636573_0.jpg
1882083565237932032,images/2025-01-28_02-22-09/1882083565237932032_0,Dogs rescued from the floods https://t.co/QW2OmNKNjF,images/2025-01-28_02-22-09/1882083565237932032_0.jpg
1882450364622069918,images/2025-01-28_02-22-09/1882450364622069918_0,"Yer: İstanbul. Yaşayanların asla unutmayacağı, göremeyenlerin ""Bunlar gerçekten yaşandı mı?"" diyeceği, gözünüzde canlanacak koskoca mazisi ile 1993 yılının dev stadyum konserleri...  Beğenmeniz ve paylaşmanız dileği ile ve yoğun emekle hazırladığım Flood başlasın.. https://t.co/LIg4dmVSMr",images/2025-01-28_02-22-09/1882450364622069918_0.jpg
1883105213047050412,images/2025-01-28_02-22-09/1883105213047050412_0,Muhteşem bir insan-hayvan sevgisi ~ Bir flood 🧵    (Flood’u açın ve hayran kalmaya hazırlanın)    1. İnsan dostuyla birlikte şekerleme yapan bir fil: https://t.co/2M9slkEqaM,images/2025-01-28_02-22-09/1883105213047050412_0.jpg
